external_id,default_code,name,taxes_id,supplier_taxes_id
product.product_10864,62214,"SERVICIOS COMERCIALES AL POR MENOR DE ANIMALES VIVOS, INCLUIDOS LOS ANIMALES DOMESTICOS, EN TIENDAS ESPECIALIZADAS",,
product.product_10865,62214.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE ANIMALES VIVOS, INCLUIDOS LOS ANIMALES DOMESTICOS, EN TIENDAS ESPECIALIZADAS",,
product.product_10866,62215,"SERVICIOS COMERCIALES AL POR MENOR DE CUEROS, PIELES Y CUERO CURTIDO EN TIENDAS ESPECIALIZADAS",,
product.product_10867,62215,"SERVICIOS COMERCIALES AL POR MENOR DE CUEROS, PIELES Y CUERO CURTIDO EN TIENDAS ESPECIALIZADAS ",,
product.product_10868,62215.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE CUEROS, PIELES Y CUERO CURTIDO EN TIENDAS ESPECIALIZADAS ",,
product.product_10869,62219,SERVICIOS COMERCIALES  AL POR MENOR DE MATERIAS PRIMAS AGRICOLAS N.C.P. EN TIENDAS ESPECIALIZADAS,,
product.product_10870,62219,SERVICIOS COMERCIALES  AL POR MENOR DE MATERIAS PRIMAS AGRICOLAS N.C.P. EN TIENDAS ESPECIALIZADAS,,
product.product_10871,62219.00.1,SERVICIOS COMERCIALES  AL POR MENOR DE MATERIAS PRIMAS AGRICOLAS N.C.P. EN TIENDAS ESPECIALIZADAS,,
product.product_10872,6222,"SERVICIOS COMERCIALES AL POR MENOR DE COMIDA, BEBIDAS Y TABACO",,
product.product_10873,62221,SERVICIOS COMERCIALES AL POR MENOR DE FRUTAS Y  LEGUMBRES EN TIENDAS ESPECIALIZADAS,,
product.product_10874,62221,"SERVICIOS COMERCIALES AL POR MENOR DE FRUTAS Y  VERDURAS FRESCAS, SECAS, CONGELADAS O ENVASADAS  EN TIENDAS ESPECIALIZADAS",,
product.product_10875,62221.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE FRUTAS Y  VERDURAS FRESCAS, SECAS, CONGELADAS O ENVASADAS  EN TIENDAS ESPECIALIZADAS",,
product.product_10876,62222,"SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS LACTEOS HUEVOS,  ACEITES Y GRASAS COMESTIBLES EN TIENDAS ESPECIALIZADAS",,
product.product_10877,62222,"SERVICIOS COMERCIALES  AL POR MENOR DE PRODUCTOS LACTEOS, EN TIENDAS ESPECIALIZADAS",,
product.product_10878,62222.00.1,"SERVICIOS COMERCIALES  AL POR MENOR DE PRODUCTOS LACTEOS, EN TIENDAS ESPECIALIZADAS",,
product.product_10879,62222.01,SERVICIOS COMERCIALES  AL POR MENOR DE HUEVOS EN TIENDAS ESPECIALIZADAS,,
product.product_10880,62222.01.1,SERVICIOS COMERCIALES  AL POR MENOR DE HUEVOS EN TIENDAS ESPECIALIZADAS,,
product.product_10881,62222.02,SERVICIOS COMERCIALES AL POR MENOR DE ACEITES Y GRASAS COMESTIBLES ANIMALES O VEGETALES  EN TIENDAS ESPECIALIZADAS,,
product.product_10882,62222.02.1,SERVICIOS COMERCIALES AL POR MENOR DE ACEITES Y GRASAS COMESTIBLES ANIMALES O VEGETALES  EN TIENDAS ESPECIALIZADAS,,
product.product_10883,62223,"SERVICIOS COMERCIALES AL POR MENOR DE CARNE, AVES  Y PRODUCTOS DE CAZA EN TIENDAS ESPECIALIZADAS",,
product.product_10884,62223,"SERVICIOS  COMERCIALES  AL  POR MENOR DE CARNE, AVES  Y PRODUCTOS DE CAZA, DESPOJOS COMESTIBLES, CONSERVAS Y PREPARADOS DE CARNE EN TIENDAS ESPECIALIZADAS",,
product.product_10885,62223.00.1,"SERVICIOS  COMERCIALES  AL  POR MENOR DE CARNE, AVES  Y PRODUCTOS DE CAZA, DESPOJOS COMESTIBLES, CONSERVAS Y PREPARADOS DE CARNE EN TIENDAS ESPECIALIZADAS",,
product.product_10886,62224,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LA PESCA Y OTROS PRODUCTOS DEL MAR EN TIENDAS ESPECIALIZADAS,,
product.product_10887,62224,"SERVICIOS COMERCIALES AL  POR MENOR DE PESCADO FRESCO, PREPARADO O EN CONSERVA Y DE MARISCOS EN TIENDAS ESPECIALIZADAS",,
product.product_10888,62224.00.1,"SERVICIOS COMERCIALES AL  POR MENOR DE PESCADO FRESCO, PREPARADO O EN CONSERVA Y DE MARISCOS EN TIENDAS ESPECIALIZADAS",,
product.product_10889,62225,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE REPOSTERIA Y DE PANADERIA EN TIENDAS ESPECIALIZADAS,,
product.product_10890,62225,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE REPOSTERIA Y DE PANADERIA EN TIENDAS ESPECIALIZADAS,,
product.product_10891,62225.00.1,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE REPOSTERIA Y DE PANADERIA EN TIENDAS ESPECIALIZADAS,,
product.product_10892,62226,SERVICIOS COMERCIALES AL POR MENOR DE BEBIDAS EN TIENDAS ESPECIALIZADAS,,
product.product_10893,62226,"SERVICIOS  COMERCIALES  AL  POR MENOR DE BEBIDAS ALCOHOLICAS, COMO  VINOS, CERVEZAS, LICORES, Y OTRAS BEBIDAS ALCOHOLICAS  EN TIENDAS ESPECIALIZADAS",,
product.product_10894,62226.00.1,"SERVICIOS  COMERCIALES  AL  POR MENOR DE BEBIDAS ALCOHOLICAS, COMO  VINOS, CERVEZAS, LICORES, Y OTRAS BEBIDAS ALCOHOLICAS  EN TIENDAS ESPECIALIZADAS",,
product.product_10895,62226.01,SERVICIOS  COMERCIALES  AL  POR MENOR DE BEBIDAS NO ALCOHÓLICAS EN TIENDAS ESPECIALIZADAS,,
product.product_10896,62227,"SERVICIOS COMERCIALES AL  POR  MENOR  DE  CAFE, TE,CACAO  Y ESPECIAS EN TIENDAS ESPECIALIZADAS",,
product.product_10897,62227,SERVICIOS COMERCIALES  AL  POR  MENOR  DE CACAO  EN TIENDAS ESPECIALIZADAS,,
product.product_10898,62227.00.1,SERVICIOS COMERCIALES  AL  POR  MENOR  DE CACAO  EN TIENDAS ESPECIALIZADAS,,
product.product_10899,62227.01,"SERVICIOS  COMERCIALES  AL  POR  MENOR  DE  CAFE, TE,  Y ESPECIAS EN TIENDAS ESPECIALIZADAS",,
product.product_10900,62227.01.1,"SERVICIOS  COMERCIALES  AL  POR  MENOR  DE  CAFE, TE,  Y ESPECIAS EN TIENDAS ESPECIALIZADAS",,
product.product_10901,62228,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DEL TABACO EN TIENDAS ESPECIALIZADAS,,
product.product_10902,62228,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DEL TABACO  EN TIENDAS ESPECIALIZADAS,,
product.product_10903,62229,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS COMESTIBLES N.C.P.,,
product.product_10904,62229,SERVICIOS COMERCIALES AL POR MENOR  DE PRODUCTOS COMESTIBLES N.C.P.,,
product.product_10905,62229.00.1,SERVICIOS COMERCIALES AL POR MENOR  DE PRODUCTOS COMESTIBLES N.C.P.,,
product.product_10906,6223,"SERVICIOS COMERCIALES AL POR MENOR DE TEXTILES, ROPA Y CALZADO",,
product.product_10907,62231,SERVICIOS COMERCIALES AL POR MENOR DE HILADOS Y TEJIDOS EN TIENDAS ESPECIALIZADAS,,
product.product_10908,62231,"SERVICIOS  COMERCIALES AL POR MENOR DE HILADOS E HILOS DE FIBRAS TEXTILES NATURALES O ARTIFICIALES, TEJIDOS DE FIBRAS, INCLUIDAS LAS AFELPADAS, TEJIDOS Y LABORES DE PUNTO Y GANCHILLO Y OTROS ARTICULOS DISTINTOS DE LAS PRENDAS DE VESTIR  EN TIENDAS ESPECIA",,
product.product_10909,62231.00.1,"SERVICIOS  COMERCIALES AL POR MENOR DE HILADOS E HILOS DE FIBRAS TEXTILES NATURALES O ARTIFICIALES, TEJIDOS DE FIBRAS, INCLUIDAS LAS AFELPADAS, TEJIDOS Y LABORES DE PUNTO Y GANCHILLO Y OTROS ARTICULOS DISTINTOS DE LAS PRENDAS DE VESTIR  EN TIENDAS ESPECIA",,
product.product_10910,62232,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE LENCERIA PARA EL HOGAR, CORTINAS, VISILLOS Y DIVERSOS ARTICULOS DOMESTICOS CONFECCIONADOS CON MATERIALES TEXTILES EN TIENDAS ESPECIALIZADAS",,
product.product_10911,62232,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE LENCERIA PARA EL HOGAR, CORTINAS, VISILLOS Y DIVERSOS ARTICULOS DOMESTICOS CONFECCIONADOS CON MATERIALES TEXTILES EN TIENDAS ESPECIALIZADAS",,
product.product_10912,62232.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE LENCERIA PARA EL HOGAR, CORTINAS, VISILLOS Y DIVERSOS ARTICULOS DOMESTICOS CONFECCIONADOS CON MATERIALES TEXTILES EN TIENDAS ESPECIALIZADAS",,
product.product_10913,62233,"SERVICIOS  COMERCIALES AL POR MENOR DE PRENDAS DE VESTIR, ARTICULOS DE PELETERIA Y ACCESORIOS DEL VESTIDO EN TIENDAS ESPECIALIZADAS",,
product.product_10914,62233,"SERVICIOS  COMERCIALES AL POR MENOR DE PRENDAS DE VESTIR,ARTICULOS DE PELETERIA Y ACCESORIOS DEL VESTIDO EN TIENDAS ESPECIALIZADAS",,
product.product_10915,62233.00.1,"SERVICIOS  COMERCIALES AL POR MENOR DE PRENDAS DE VESTIR,ARTICULOS DE PELETERIA Y ACCESORIOS DEL VESTIDO EN TIENDAS ESPECIALIZADAS",,
product.product_10916,62234,SERVICIOS COMERCIALES AL POR MENOR DE CALZADO EN TIENDAS ESPECIALIZADAS,,
product.product_10917,62234,SERVICIOS COMERCIALES AL POR MENOR DE CALZADO EN TIENDAS ESPECIALIZADAS,,
product.product_10918,62234.00.1,SERVICIOS COMERCIALES AL POR MENOR DE CALZADO EN TIENDAS ESPECIALIZADAS,,
product.product_10919,6224,SERVICIOS COMERCIALES AL POR MENOR DE MUEBLES PARA EL HOGAR EN TIENDAS ESPECIALIZADAS,,
product.product_10920,62241,SERVICIOS  COMERCIALES AL  POR MENOR DE MUEBLES PARA EL HOGAR  EN TIENDAS ESPECIALIZADAS,,
product.product_10921,62241,SERVICIOS  COMERCIALES  AL POR MENOR DE MUEBLES PARA EL HOGAR  EN TIENDAS ESPECIALIZADAS,,
product.product_10922,62241.00.1,SERVICIOS  COMERCIALES  AL POR MENOR DE MUEBLES PARA EL HOGAR  EN TIENDAS ESPECIALIZADAS,,
product.product_10923,62242,"SERVICIOS COMERCIALES AL POR MENOR DE  EQUIPO DE RADIO Y  TELEVISION,  INSTRUMENTOS MUSICALES Y DISCOS, PARTITURAS Y CINTAS GRABADAS EN TIENDAS ESPECIALIZADAS",,
product.product_10924,62242,"SERVICIOS COMERCIALES AL POR MENOR DE  EQUIPO DE RADIO Y  TELEVISION,  INSTRUMENTOS MUSICALES Y DISCOS, PARTITURAS Y CINTAS GRABADAS EN TIENDAS ESPECIALIZADAS",,
product.product_10925,62242.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE  EQUIPO DE RADIO Y  TELEVISION,  INSTRUMENTOS MUSICALES Y DISCOS, PARTITURAS Y CINTAS GRABADAS EN TIENDAS ESPECIALIZADAS",,
product.product_10926,62242.01,"SERVICIOS COMERCIALES AL POR MENOR DE  INSTRUMENTOS MUSICALES Y DISCOS, PARTITURAS Y CINTAS GRABADAS EN TIENDAS ESPECIALIZADAS",,
product.product_10927,62243,SERVICIOS COMERCIALES AL  POR MENOR DE APARATOS Y  MATERIAL DE ILUMINACION EN TIENDAS ESPECIALIZADAS,,
product.product_10928,62243,SERVICIOS COMERCIALES AL  POR MENOR DE APARATOS Y  MATERIAL DE ILUMINACION EN TIENDAS ESPECIALIZADAS,,
product.product_10929,62243.00.1,SERVICIOS COMERCIALES AL  POR MENOR DE APARATOS Y  MATERIAL DE ILUMINACION EN TIENDAS ESPECIALIZADAS,,
product.product_10930,62244,SERVICIOS COMERCIALES AL POR MENOR DE APARATOS DE USO DOMESTICO EN TIENDAS ESPECIALIZADAS,,
product.product_10931,62244,SERVICIOS COMERCIALES AL POR MENOR DE APARATOS DE USO DOMESTICO EN TIENDAS ESPECIALIZADAS,,
product.product_10932,62244.00.1,SERVICIOS COMERCIALES AL POR MENOR DE APARATOS DE USO DOMESTICO EN TIENDAS ESPECIALIZADAS,,
product.product_10933,62245,"SERVICIOS COMERCIALES AL POR MENOR DE UTENCILLOS DIVERSOS DE USO DOMESTICO, CUBERTERIA, ARTICULOS DE LOZA, VIDRIO, PORCELANA Y CERAMICA EN TIENDAS ESPECIALIZADAS",,
product.product_10934,62245,"SERVICIOS COMERCIALES AL POR MENOR DE UTENCILLOS DIVERSOS DE USO DOMESTICO, CUBERTERIA, ARTICULOS DE LOZA, VIDRIO, PORCELANA Y CERAMICA EN TIENDAS ESPECIALIZADAS",,
product.product_10935,62245.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE UTENCILLOS DIVERSOS DE USO DOMESTICO, CUBERTERIA, ARTICULOS DE LOZA, VIDRIO, PORCELANA Y CERAMICA EN TIENDAS ESPECIALIZADAS",,
product.product_10936,62246,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE MIMBRE, CORCHO, TONELERIA Y OTROS ARTICULOS DE MADERA EN TIENDAS ESPECIALIZADAS",,
product.product_10937,62246,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE MIMBRE, CORCHO, TONELERIA Y OTROS ARTICULOS DE MADERA,  PAJA U OTROS MATERIALES TRENZABLES, CESTERIA Y MIMBRERIA EN TIENDAS ESPECIALIZADAS",,
product.product_10938,62246.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE MIMBRE, CORCHO, TONELERIA Y OTROS ARTICULOS DE MADERA,  PAJA U OTROS MATERIALES TRENZABLES, CESTERIA Y MIMBRERIA EN TIENDAS ESPECIALIZADAS",,
product.product_10939,62249,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS Y EQUIPOS DOMESTICOS N.C.P.  EN TIENDAS ESPECIALIZADAS,,
product.product_10940,62249,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS Y EQUIPOS DOMESTICOS N.C.P.  EN TIENDAS ESPECIALIZADAS,,
product.product_10941,62249.00.1,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS Y EQUIPOS DOMESTICOS N.C.P.  EN TIENDAS ESPECIALIZADAS,,
product.product_10942,6225,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS MISCELANEOS,,
product.product_10943,62251,"SERVICIOS  COMERCIALES AL  POR MENOR  DE  LIBROS, REVISTAS, PERIODICOS Y ARTICULOS DE ESCRITORIO EN TIENDAS ESPECIALIZADAS",,
product.product_10944,62251,"SERVICIOS  COMERCIALES  AL  POR  MENOR  DE  LIBROS, REVISTAS,  PERIODICOS  Y  ARTICULOS DE ESCRITORIO EN TIENDAS ESPECIALIZADAS",,
product.product_10945,62251.00.1,"SERVICIOS  COMERCIALES  AL  POR  MENOR  DE  LIBROS, REVISTAS,  PERIODICOS  Y  ARTICULOS DE ESCRITORIO EN TIENDAS ESPECIALIZADAS",,
product.product_10946,62252,"SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO FOTOGRAFICO, OPTICO Y DE PRECISION EN TIENDAS ESPECIALIZADAS",,
product.product_10947,62252,"SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO FOTOGRAFICO, OPTICO Y DE PRECISION EN TIENDAS ESPECIALIZADAS",,
product.product_10948,62252.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO FOTOGRAFICO, OPTICO Y DE PRECISION EN TIENDAS ESPECIALIZADAS",,
product.product_10949,62253,SERVICIOS COMERCIALES AL POR MENOR DE JUEGOS Y JUGUETES EN TIENDAS ESPECIALIZADAS,,
product.product_10950,62253,SERVICIOS COMERCIALES AL POR MENOR DE JUEGOS Y JUGUETES EN TIENDAS ESPECIALIZADAS,,
product.product_10951,62253.00.1,SERVICIOS COMERCIALES AL POR MENOR DE JUEGOS Y JUGUETES EN TIENDAS ESPECIALIZADAS,,
product.product_10952,62254,SERVICIOS COMERCIALES AL POR MENOR DE RELOJES Y  JOYAS EN TIENDAS ESPECIALIZADAS,,
product.product_10953,62254,SERVICIOS COMERCIALES AL POR MENOR DE RELOJES Y  JOYAS EN TIENDAS ESPECIALIZADAS,,
product.product_10954,62254.00.1,SERVICIOS COMERCIALES AL POR MENOR DE RELOJES Y  JOYAS EN TIENDAS ESPECIALIZADAS,,
product.product_10955,62255,SERVICIOS COMERCIALES AL  POR MENOR DE ARTICULOS DE DEPORTE (INCLUIDAS LAS BICICLETAS) EN TIENDAS ESPECIALIZADAS,,
product.product_10956,62255,SERVICIOS COMERCIALES  AL POR MENOR DE ARTICULOS DE DEPORTE (INCLUIDAS LAS BICICLETAS) EN TIENDAS ESPECIALIZADAS,,
product.product_10957,62255.00.1,SERVICIOS COMERCIALES  AL POR MENOR DE ARTICULOS DE DEPORTE (INCLUIDAS LAS BICICLETAS) EN TIENDAS ESPECIALIZADAS,,
product.product_10958,62256,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE CUERO Y ACCESORIOS PARA VIAJE EN TIENDAS ESPECIALIZADAS,,
product.product_10959,62256,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE CUERO Y ACCESORIOS PARA VIAJE EN TIENDAS ESPECIALIZADAS,,
product.product_10960,62256.00.1,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE CUERO Y ACCESORIOS PARA VIAJE EN TIENDAS ESPECIALIZADAS,,
product.product_10961,62259,SERVICIOS COMERCIALES AL POR MENOR DE BIENES DE CONSUMO DIVERSOS N.C.P. EN TIENDAS ESPECIALIZADAS,,
product.product_10962,62259,SERVICIOS COMERCIALES  AL  POR MENOR DE BIENES DE CONSUMO DIVERSOS N.C.P. EN TIENDAS ESPECIALIZADAS,,
product.product_10963,62259.00.1,SERVICIOS COMERCIALES  AL  POR MENOR DE BIENES DE CONSUMO DIVERSOS N.C.P. EN TIENDAS ESPECIALIZADAS,,
product.product_10964,62259.01,SERVICIO COMERCIAL AL POR MENOR DE EQUIPO Y MATERIALES PARA REPARACIONES Y TRABAJOS CASEROS EN TIENDAS ESPECIALIZADAS,,
product.product_10965,62259.02,"SERVICIO COMERCIAL AL POR MENOR DE DIVERSOS ARTÍCULOS CONSIDERADOS COMO RECUERDOS: TARJETAS DE FELICITACIÓN, PEQUEÑOS OBJETOS DE ARTE Y OTROS ARTÍCULOS DE REGALO EN TIENDAS ESPECIALIZADAS",,
product.product_10966,62259.03,SERVICIO COMERCIAL AL POR MENOR DE APARATOS Y EQUIPO DE COMUNICACIÓN (INCLUSO PARTES Y PIEZAS) EN TIENDAS ESPECIALIZADAS,,
product.product_10967,6226,"SERVICIOS COMERCIALES AL POR MENOR DE MATERIALES DE CONSTRUCCION, EN TIENDAS ESPECIALIZADAS",,
product.product_10968,62261,SERVICIOS COMERCIALES AL  POR MENOR DE MATERIALES DE CONSTRUCCION Y VIDRIO PLANO EN TIENDAS ESPECIALIZADAS,,
product.product_10969,62261,SERVICIOS COMERCIALES  AL  POR MENOR DE MATERIALES DE CONSTRUCCION Y VIDRIO PLANO EN TIENDAS ESPECIALIZADAS,,
product.product_10970,62261.00.1,SERVICIOS COMERCIALES  AL  POR MENOR DE MATERIALES DE CONSTRUCCION Y VIDRIO PLANO EN TIENDAS ESPECIALIZADAS,,
product.product_10971,62262,"SERVICIOS  COMERCIALES AL  POR  MENOR  DE  APARATOS, MATERIALES Y EQUIPO SANITARIO DE CERAMICA EN TIENDAS ESPECIALIZADAS",,
product.product_10972,62262,"SERVICIOS  COMERCIALES AL  POR  MENOR  DE  APARATOS, MATERIALES Y EQUIPO SANITARIO DE CERAMICA EN TIENDAS ESPECIALIZADAS",,
product.product_10973,62262.00.1,"SERVICIOS  COMERCIALES AL  POR  MENOR  DE  APARATOS, MATERIALES Y EQUIPO SANITARIO DE CERAMICA EN TIENDAS ESPECIALIZADAS",,
product.product_10974,62263,SERVICIOS  COMERCIALES AL  POR  MENOR  DE  PAPEL DE EMPAPELAR PAREDES  Y REVESTIMIENTO DE SUELOS EN TIENDAS ESPECIALIZADAS,,
product.product_10975,62263,SERVICIOS  COMERCIALES  AL  POR  MENOR  DE  PAPEL DE EMPAPELAR PAREDES  Y REVESTIMIENTO DE SUELOS EN TIENDAS ESPECIALIZADAS,,
product.product_10976,62263.00.1,SERVICIOS  COMERCIALES  AL  POR  MENOR  DE  PAPEL DE EMPAPELAR PAREDES  Y REVESTIMIENTO DE SUELOS EN TIENDAS ESPECIALIZADAS,,
product.product_10977,62264,"SERVICIOS COMERCIALES  AL  POR MENOR DE  PINTURAS, BARNICES, Y LACAS EN TIENDAS ESPECIALIZADAS",,
product.product_10978,62264,"SERVICIOS COMERCIALES AL POR MENOR DE  PINTURAS, BARNICES, Y LACAS EN TIENDAS ESPECIALIZADAS",,
product.product_10979,62264.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE  PINTURAS, BARNICES, Y LACAS EN TIENDAS ESPECIALIZADAS",,
product.product_10980,62265,SERVICIOS COMERCIALES AL POR MENOR DE  ARTICULOS DE FERRETERIA  Y HERRAMIENTAS DE MANO TIENDAS ESPECIALIZADAS,,
product.product_10981,62265,SERVICIOS COMERCIALES AL POR MENOR DE  ARTICULOS DE FERRETERIA  Y HERRAMIENTAS DE MANO TIENDAS ESPECIALIZADAS,,
product.product_10982,62265.00.1,SERVICIOS COMERCIALES AL POR MENOR DE  ARTICULOS DE FERRETERIA  Y HERRAMIENTAS DE MANO TIENDAS ESPECIALIZADAS,,
product.product_10983,6227,SERVICIOS COMERCIALES AL POR MENOR DE ABONOS Y PRODUCTOS AGROQUIMICOS Y FARMACEUTICOS EN TIENDAS ESPECIALIZADAS,,
product.product_10984,62272,SERVICIOS COMERCIALES AL POR MENOR DE ABONOS Y PRODUCTOS AGROQUIMICOS EN TIENDAS ESPECIALIZADAS,,
product.product_10985,62272,SERVICIOS COMERCIALES AL POR MENOR DE ABONOS Y PRODUCTOS AGROQUIMICOS EN TIENDAS ESPECIALIZADAS,,
product.product_10986,62272.00.1,SERVICIOS COMERCIALES AL POR MENOR DE ABONOS Y PRODUCTOS AGROQUIMICOS EN TIENDAS ESPECIALIZADAS,,
product.product_10987,62273,SERVICIOS COMERCIALES AL POR MENOR DE  PRODUCTOS FARMACEUTICOS  Y MEDICOS EN TIENDAS ESPECIALIZADAS,,
product.product_10988,62273,SERVICIOS COMERCIALES AL POR MENOR DE  PRODUCTOS FARMACEUTICOS  Y MEDICOS EN TIENDAS ESPECIALIZADAS,,
product.product_10989,62273.00.1,SERVICIOS COMERCIALES AL POR MENOR DE  PRODUCTOS FARMACEUTICOS  Y MEDICOS EN TIENDAS ESPECIALIZADAS,,
product.product_10990,62274,SERVICIOS COMERCIALES AL POR MENOR DE  INSTRUMENTOS Y DISPOSITIVOS PARA CIRUGIA Y ORTOPEDIA EN TIENDAS ESPECIALIZADAS,,
product.product_10991,62274,SERVICIOS COMERCIALES AL POR MENOR DE  INSTRUMENTOS Y DISPOSITIVOS PARA CIRUGIA Y ORTOPEDIA EN TIENDAS ESPECIALIZADAS,,
product.product_10992,62274.00.1,SERVICIOS COMERCIALES AL POR MENOR DE  INSTRUMENTOS Y DISPOSITIVOS PARA CIRUGIA Y ORTOPEDIA EN TIENDAS ESPECIALIZADAS,,
product.product_10993,62275,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE PERFUMERIA COSMETICOS Y JABONES DE TOCADOR EN TIENDAS ESPECIALIZADAS,,
product.product_10994,62275,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE PERFUMERIA COSMETICOS Y JABONES DE TOCADOR EN TIENDAS ESPECIALIZADAS,,
product.product_10995,62275.00.1,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE PERFUMERIA COSMETICOS Y JABONES DE TOCADOR EN TIENDAS ESPECIALIZADAS,,
product.product_10996,62276,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA EN TIENDAS ESPECIALIZADAS,,
product.product_10997,62276,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA EN TIENDAS ESPECIALIZADAS,,
product.product_10998,62276.00.1,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA EN TIENDAS ESPECIALIZADAS,,
product.product_10999,6228,"SERVICIOS COMERCIALES AL POR MENOR DE VEHICULOS DE MOTOR, MAQUINARIA EQUIPO Y SUMINISTROS, EN TIENDAS ESPECIALIZADAS",,
product.product_11000,62281,"SERVICIOS COMERCIALES AL POR MENOR DE VEHICULOS DE MOTOR, MOTOCICLETAS, VEHICULOS PARA NIEVE, REPUESTOS, NEUMATICOS Y ACCESORIOS AFINES EN TIENDAS ESPECIALIZADAS",,
product.product_11001,62281,"SERVICIOS COMERCIALES AL POR MENOR DE VEHICULOS DE MOTOR, MOTOCICLETAS, VEHICULOS PARA NIEVE, REPUESTOS, NEUMATICOS Y ACCESORIOS AFINES EN TIENDAS ESPECIALIZADAS",,
product.product_11002,62281.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE VEHICULOS DE MOTOR, MOTOCICLETAS, VEHICULOS PARA NIEVE, REPUESTOS, NEUMATICOS Y ACCESORIOS AFINES EN TIENDAS ESPECIALIZADAS",,
product.product_11003,62282,"SERVICIOS COMERCIALES AL POR MENOR DE OTRO EQUIPO DE TRANSPORTE, EXCEPTO BICICLETAS, EN TIENDAS ESPECIALIZADAS",,
product.product_11004,62282,"SERVICIOS COMERCIALES AL POR MENOR DE OTRO EQUIPO DE TRANSPORTE, EXCEPTO BICICLETAS, EN TIENDAS ESPECIALIZADAS",,
product.product_11005,62282.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE OTRO EQUIPO DE TRANSPORTE, EXCEPTO BICICLETAS, EN TIENDAS ESPECIALIZADAS",,
product.product_11006,62283,"SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO DE  OFICINA, INCLUIDO EL MOBILIARIO DE OFICINA, EN TIENDAS ESPECIALIZADAS",,
product.product_11007,62283,"SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO DE  OFICINA, INCLUIDO EL MOBILIARIO DE OFICINA, EN TIENDAS ESPECIALIZADAS",,
product.product_11008,62283.00.1,"SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO DE  OFICINA, INCLUIDO EL MOBILIARIO DE OFICINA, EN TIENDAS ESPECIALIZADAS",,
product.product_11009,62284,SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE  INFORMATICA Y PROGRAMAS INFORMATICOS BASICOS EN TIENDAS ESPECIALIZADAS,,
product.product_11010,62284,SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE  INFORMATICA Y PROGRAMAS INFORMATICOS BASICOS EN TIENDAS ESPECIALIZADAS,,
product.product_11011,62284.00.1,SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE  INFORMATICA Y PROGRAMAS INFORMATICOS BASICOS EN TIENDAS ESPECIALIZADAS,,
product.product_11012,62285,"SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO PARA  TRABAJOS AGRICOLAS, EN CESPED Y DE JARDINERIA, INCLUIDOS TRACTORES, EN TIENDAS ESPECIALIZADAS",,
